,TrisCalDate,(Intercept),TTris,tank,date,researcher,start_time,end_time,mV,TempInSitu,Salinity_lab,expected_pH,expected_temp,Sampling_Date,mVTris,pH
147,4/4/2024,-130.71551,1.414698326,3,20240404,TD,15:30,16:30,-67.7,15.951,30,7.7,16,4/4/2024,-108.149657,7.666042187
148,4/4/2024,-130.71551,1.414698326,4,20240404,TD,15:30,16:30,-45.4,19.971,30,7.3,20,4/4/2024,-102.4625698,7.260662907
149,4/4/2024,-130.71551,1.414698326,5,20240404,TD,15:30,16:30,-59.7,19.94,30,7.5,20,4/4/2024,-102.5064254,7.506684544
150,4/4/2024,-130.71551,1.414698326,6,20240404,TD,15:30,16:30,-46.1,15.864,30,7.3,16,4/4/2024,-108.2727358,7.289861605
151,4/4/2024,-130.71551,1.414698326,7,20240404,TD,15:30,16:30,-67.3,15.563,30,7.6,16,4/4/2024,-108.69856,7.661184188
152,4/4/2024,-130.71551,1.414698326,8,20240404,TD,15:30,16:30,-47.7,16.044,30,7.4,16,4/4/2024,-108.0180901,7.316993944
153,4/4/2024,-130.71551,1.414698326,9,20240404,TD,15:30,16:30,-70.2,19.942,30,7.7,20,4/4/2024,-102.503596,7.687224063
154,4/4/2024,-130.71551,1.414698326,10,20240404,TD,15:30,16:30,-57.6,16.027,30,7.5,16,4/4/2024,-108.04214,7.489603558
155,4/4/2024,-130.71551,1.414698326,11,20240404,TD,15:30,16:30,-65.9,19.979,30,7.6,20,4/4/2024,-102.4512522,7.613086598
156,4/4/2024,-130.71551,1.414698326,12,20240404,TD,15:30,16:30,-48.6,15.819,30,7.2,16,4/4/2024,-108.3363972,7.333650629
157,4/4/2024,-130.71551,1.414698326,13,20240404,TD,15:30,16:30,-93.5,20.03,30,8,20,4/4/2024,-102.3791026,8.087258284
158,4/4/2024,-130.71551,1.414698326,14,20240404,TD,15:30,16:30,-82,15.988,30,7.8,16,4/4/2024,-108.0973132,7.915093492
159,4/4/2024,-130.71551,1.414698326,15,20240404,TD,15:30,16:30,-91.8,15.941,30,7.9,16,4/4/2024,-108.163804,8.086236343
160,4/4/2024,-130.71551,1.414698326,17,20240404,TD,15:30,16:30,-84.3,19.998,30,7.8,20,4/4/2024,-102.4243729,7.929315914
161,4/4/2024,-130.71551,1.414698326,18,20240404,TD,15:30,16:30,-85.5,15.993,30,8,16,4/4/2024,-108.0902397,7.976066941
162,4/4/2024,-130.71551,1.414698326,19,20240404,TD,15:30,16:30,-83.6,19.99,30,7.9,20,4/4/2024,-102.4356905,7.917332727
181,4/4/2024,-130.71551,1.414698326,1,20240405,TD,17:30,18:00,-39.3,15.599,30,7.2,20,4/5/2024,-108.6476308,7.172280957
182,4/4/2024,-130.71551,1.414698326,2,20240405,TD,17:30,18:00,-61.6,19.933,30,7.4,20,4/5/2024,-102.5163283,7.539391349
183,4/4/2024,-130.71551,1.414698326,3,20240405,TD,17:30,18:00,-75.5,16.01,30,7.7,16,4/5/2024,-108.0661898,7.801665547
184,4/4/2024,-130.71551,1.414698326,4,20240405,TD,17:30,18:00,-47.9,19.925,30,7.3,20,4/5/2024,-102.5276459,7.303844396
185,4/4/2024,-130.71551,1.414698326,5,20240405,TD,17:30,18:00,-59.8,19.918,30,7.5,20,4/5/2024,-102.5375488,7.508514015
186,4/4/2024,-130.71551,1.414698326,6,20240405,TD,17:30,18:00,-49.5,15.96,30,7.3,16,4/5/2024,-108.1369248,7.348730066
187,4/4/2024,-130.71551,1.414698326,7,20240405,TD,17:30,18:00,-67.4,16.126,30,7.6,16,4/5/2024,-107.9020848,7.659857832
188,4/4/2024,-130.71551,1.414698326,8,20240405,TD,17:30,18:00,-63.3,16.033,30,7.4,16,4/5/2024,-108.0336518,7.588911834
189,4/4/2024,-130.71551,1.414698326,9,20240405,TD,17:30,18:00,-69.9,20.095,30,7.7,20,4/5/2024,-102.2871472,7.681210238
190,4/4/2024,-130.71551,1.414698326,10,20240405,TD,17:30,18:00,-55.5,16.039,30,7.5,16,4/5/2024,-108.0251636,7.452947935
191,4/4/2024,-130.71551,1.414698326,11,20240405,TD,17:30,18:00,-67.7,20.055,30,7.6,20,4/5/2024,-102.3437351,7.643619
192,4/4/2024,-130.71551,1.414698326,12,20240405,TD,17:30,18:00,-42.7,15.798,30,7.2,16,4/5/2024,-108.3661059,7.230834778
193,4/4/2024,-130.71551,1.414698326,13,20240405,TD,17:30,18:00,-94.1,20.037,30,8,20,4/5/2024,-102.3691997,8.097523239
194,4/4/2024,-130.71551,1.414698326,14,20240405,TD,17:30,18:00,-86.4,15.997,30,7.8,16,4/5/2024,-108.0845809,7.991727571
195,4/4/2024,-130.71551,1.414698326,15,20240405,TD,17:30,18:00,-97.9,16.066,30,7.9,16,4/5/2024,-107.9869667,8.191666997
196,4/4/2024,-130.71551,1.414698326,17,20240405,TD,17:30,18:00,-86.9,20.08,30,7.8,20,4/5/2024,-102.3083676,7.973474759
197,4/4/2024,-130.71551,1.414698326,18,20240405,TD,17:30,18:00,-86.3,16.005,30,8,16,4/5/2024,-108.0732633,7.989931837
198,4/4/2024,-130.71551,1.414698326,19,20240405,TD,17:30,18:00,-86.7,19.906,30,7.9,20,4/5/2024,-102.5545252,7.971181431
217,4/4/2024,-130.71551,1.414698326,1,20240406,TD,22:00,22:45,-44,19.756,30,7.2,20,4/6/2024,-102.7667299,7.237466968
218,4/4/2024,-130.71551,1.414698326,2,20240406,TD,22:00,22:45,-58.1,19.974,30,7.4,20,4/6/2024,-102.4583257,7.479005529
219,4/4/2024,-130.71551,1.414698326,3,20240406,TD,22:00,22:45,-72.7,16.026,30,7.7,16,4/6/2024,-108.0435547,7.752771926
220,4/4/2024,-130.71551,1.414698326,4,20240406,TD,22:00,22:45,-48.9,19.864,30,7.3,20,4/6/2024,-102.6139425,7.321306387
221,4/4/2024,-130.71551,1.414698326,5,20240406,TD,22:00,22:45,-60.4,19.922,30,7.5,20,4/6/2024,-102.53189,7.518811844
222,4/4/2024,-130.71551,1.414698326,6,20240406,TD,22:00,22:45,-48.9,15.945,30,7.3,16,4/6/2024,-108.1581452,7.33833595
223,4/4/2024,-130.71551,1.414698326,7,20240406,TD,22:00,22:45,-67.5,15.851,30,7.6,16,4/6/2024,-108.2911269,7.663101866
224,4/4/2024,-130.71551,1.414698326,8,20240406,TD,22:00,22:45,-47.5,15.939,30,7.4,16,4/6/2024,-108.1666334,7.313955382
225,4/4/2024,-130.71551,1.414698326,9,20240406,TD,22:00,22:45,-72.5,20.317,30,7.7,20,4/6/2024,-101.9730841,7.724619572
226,4/4/2024,-130.71551,1.414698326,10,20240406,TD,22:00,22:45,-58.8,15.956,30,7.5,16,4/6/2024,-108.1425835,7.510867649
227,4/4/2024,-130.71551,1.414698326,11,20240406,TD,22:00,22:45,-65,20.058,30,7.6,20,4/6/2024,-102.339491,7.59719397
228,4/4/2024,-130.71551,1.414698326,12,20240406,TD,22:00,22:45,-42.5,15.804,30,7.2,16,4/6/2024,-108.3576177,7.227322696
229,4/4/2024,-130.71551,1.414698326,13,20240406,TD,22:00,22:45,-95.8,19.915,30,8,20,4/6/2024,-102.5417929,8.1276129
230,4/4/2024,-130.71551,1.414698326,14,20240406,TD,22:00,22:45,-87.5,15.953,30,7.8,16,4/6/2024,-108.1468276,8.011193697
231,4/4/2024,-130.71551,1.414698326,15,20240406,TD,22:00,22:45,-98.5,16.087,30,7.9,16,4/6/2024,-107.9572581,8.201968487
232,4/4/2024,-130.71551,1.414698326,17,20240406,TD,22:00,22:45,-87.1,20.265,30,7.8,20,4/6/2024,-102.0466485,7.975691605
233,4/4/2024,-130.71551,1.414698326,18,20240406,TD,22:00,22:45,-86.9,15.996,30,8,16,4/6/2024,-108.0859956,8.000449099
234,4/4/2024,-130.71551,1.414698326,19,20240406,TD,22:00,22:45,-86.6,19.955,30,7.9,20,4/6/2024,-102.4852049,7.969139784
253,4/4/2024,-130.71551,1.414698326,1,20240407,TD,20:30,21:10,-42.4,19.705,30,7.2,20,4/7/2024,-102.8388795,7.210139868
254,4/4/2024,-130.71551,1.414698326,2,20240407,TD,20:30,21:10,-56.4,19.934,30,7.4,20,4/7/2024,-102.5149136,7.449968815
255,4/4/2024,-130.71551,1.414698326,3,20240407,TD,20:30,21:10,-71.8,16.03,30,7.7,16,4/7/2024,-108.0378959,7.737063804
256,4/4/2024,-130.71551,1.414698326,4,20240407,TD,20:30,21:10,-47.9,19.908,30,7.3,20,4/7/2024,-102.5516958,7.303917478
257,4/4/2024,-130.71551,1.414698326,5,20240407,TD,20:30,21:10,-59.8,19.929,30,7.5,20,4/7/2024,-102.5219871,7.508459045
258,4/4/2024,-130.71551,1.414698326,6,20240407,TD,20:30,21:10,-50.5,16.105,30,7.3,16,4/7/2024,-107.9317935,7.365518823
259,4/4/2024,-130.71551,1.414698326,7,20240407,TD,20:30,21:10,-66,15.949,30,7.6,16,4/7/2024,-108.1524864,7.636417564
260,4/4/2024,-130.71551,1.414698326,8,20240407,TD,20:30,21:10,-49.4,16.078,30,7.4,16,4/7/2024,-107.9699904,7.346471198
261,4/4/2024,-130.71551,1.414698326,9,20240407,TD,20:30,21:10,-70.8,20.259,30,7.7,20,4/7/2024,-102.0551366,7.695752398
262,4/4/2024,-130.71551,1.414698326,10,20240407,TD,20:30,21:10,-58.4,16.163,30,7.5,16,4/7/2024,-107.849741,7.502877892
263,4/4/2024,-130.71551,1.414698326,11,20240407,TD,20:30,21:10,-64.1,20.068,30,7.6,20,4/7/2024,-102.325344,7.58167192
264,4/4/2024,-130.71551,1.414698326,12,20240407,TD,20:30,21:10,-44.1,15.831,30,7.2,16,4/7/2024,-108.3194208,7.255119636
265,4/4/2024,-130.71551,1.414698326,13,20240407,TD,20:30,21:10,-96.1,20.067,30,8,20,4/7/2024,-102.3267587,8.131688698
266,4/4/2024,-130.71551,1.414698326,14,20240407,TD,20:30,21:10,-87.3,15.955,30,7.8,16,4/7/2024,-108.1439982,8.007693897
267,4/4/2024,-130.71551,1.414698326,15,20240407,TD,20:30,21:10,-98.7,15.972,30,7.9,16,4/7/2024,-108.1199484,8.206297598
268,4/4/2024,-130.71551,1.414698326,17,20240407,TD,20:30,21:10,-87.1,20.292,30,7.8,20,4/7/2024,-102.0084516,7.975513483
269,4/4/2024,-130.71551,1.414698326,18,20240407,TD,20:30,21:10,-87.2,15.93,30,8,16,4/7/2024,-108.1793657,8.006116903
270,4/4/2024,-130.71551,1.414698326,19,20240407,TD,20:30,21:10,-85.9,20.25,30,7.9,20,4/7/2024,-102.0678689,7.955177996
289,4/8/2024,-104.4242455,1.41303985,1,20240408,TD,17:15,17:45,-15.9,19.795,30,7.2,20,4/8/2024,-76.4531217,7.205626343
290,4/8/2024,-104.4242455,1.41303985,2,20240408,TD,17:15,17:45,-29,20.117,30,7.4,20,4/8/2024,-75.99812287,7.429463811
291,4/8/2024,-104.4242455,1.41303985,3,20240408,TD,17:15,17:45,-44,16.332,30,7.7,16,4/8/2024,-81.34647871,7.708598719
292,4/8/2024,-104.4242455,1.41303985,4,20240408,TD,17:15,17:45,-21.5,20.073,30,7.3,20,4/8/2024,-76.06029663,7.300766957
293,4/8/2024,-104.4242455,1.41303985,5,20240408,TD,17:15,17:45,-33.2,20.047,30,7.5,20,4/8/2024,-76.09703566,7.501990974
294,4/8/2024,-104.4242455,1.41303985,6,20240408,TD,17:15,17:45,-25.1,16.357,30,7.3,16,4/8/2024,-81.31115271,7.379443898
295,4/8/2024,-104.4242455,1.41303985,7,20240408,TD,17:15,17:45,-39.2,16.142,30,7.6,16,4/8/2024,-81.61495628,7.626051994
296,4/8/2024,-104.4242455,1.41303985,8,20240408,TD,17:15,17:45,-29.5,16.16,30,7.4,16,4/8/2024,-81.58952156,7.456981649
297,4/8/2024,-104.4242455,1.41303985,9,20240408,TD,17:15,17:45,-43.8,20.198,30,7.7,20,4/8/2024,-75.88366665,7.683344913
298,4/8/2024,-104.4242455,1.41303985,10,20240408,TD,17:15,17:45,-29.9,16.245,30,7.5,16,4/8/2024,-81.46941317,7.463541124
299,4/8/2024,-104.4242455,1.41303985,11,20240408,TD,17:15,17:45,-39.6,20.236,30,7.6,20,4/8/2024,-75.82997113,7.61098362
300,4/8/2024,-104.4242455,1.41303985,12,20240408,TD,17:15,17:45,-16.2,16.062,30,7.2,16,4/8/2024,-81.72799947,7.225686143
301,4/8/2024,-104.4242455,1.41303985,13,20240408,TD,17:15,17:45,-67.9,20.139,30,8,20,4/8/2024,-75.967036,8.097802702
302,4/8/2024,-104.4242455,1.41303985,14,20240408,TD,17:15,17:45,-60.2,16.282,30,7.8,16,4/8/2024,-81.4171307,7.990966047
303,4/8/2024,-104.4242455,1.41303985,15,20240408,TD,17:15,17:45,-71.4,16.197,30,7.9,16,4/8/2024,-81.53723909,8.186608309
304,4/8/2024,-104.4242455,1.41303985,17,20240408,TD,17:15,17:45,-60,20.366,30,7.8,20,4/8/2024,-75.64627595,7.960559086
305,4/8/2024,-104.4242455,1.41303985,18,20240408,TD,17:15,17:45,-59.8,16.286,30,8,16,4/8/2024,-81.41147854,7.983974575
306,4/8/2024,-104.4242455,1.41303985,19,20240408,TD,17:15,17:45,-59.7,20.157,30,7.9,20,4/8/2024,-75.94160128,7.956778778
325,4/8/2024,-104.4242455,1.41303985,1,20240409,TD,20:00,20:30,-15.1,19.681,30,7.2,20,4/9/2024,-76.61420825,7.192312617
326,4/8/2024,-104.4242455,1.41303985,2,20240409,TD,20:00,20:30,-30.3,19.993,30,7.4,20,4/9/2024,-76.17333981,7.452403932
327,4/8/2024,-104.4242455,1.41303985,3,20240409,TD,20:00,20:30,-40.1,16.018,30,7.7,16,4/9/2024,-81.79017322,7.642403146
328,4/8/2024,-104.4242455,1.41303985,4,20240409,TD,20:00,20:30,-21.8,20.059,30,7.3,20,4/9/2024,-76.08007918,7.305983944
329,4/8/2024,-104.4242455,1.41303985,5,20240409,TD,20:00,20:30,-33.5,20.029,30,7.5,20,4/9/2024,-76.12247038,7.507238113
330,4/8/2024,-104.4242455,1.41303985,6,20240409,TD,20:00,20:30,-20.5,16.389,30,7.3,16,4/9/2024,-81.26593543,7.299230849
331,4/8/2024,-104.4242455,1.41303985,7,20240409,TD,20:00,20:30,-39.7,16.031,30,7.6,16,4/9/2024,-81.7718037,7.635361569
332,4/8/2024,-104.4242455,1.41303985,8,20240409,TD,20:00,20:30,-28.2,16.104,30,7.4,16,4/9/2024,-81.66865179,7.434599101
333,4/8/2024,-104.4242455,1.41303985,9,20240409,TD,20:00,20:30,-42.9,20.319,30,7.7,20,4/9/2024,-75.71268882,7.667208129
334,4/8/2024,-104.4242455,1.41303985,10,20240409,TD,20:00,20:30,-30.1,16.186,30,7.5,16,4/9/2024,-81.55278252,7.467308361
335,4/8/2024,-104.4242455,1.41303985,11,20240409,TD,20:00,20:30,-38.5,20.081,30,7.6,20,4/9/2024,-76.04899231,7.592912065
336,4/8/2024,-104.4242455,1.41303985,12,20240409,TD,20:00,20:30,-16.9,16.098,30,7.2,16,4/9/2024,-81.67713003,7.23773942
337,4/8/2024,-104.4242455,1.41303985,13,20240409,TD,20:00,20:30,-68.3,20.225,30,8,20,4/9/2024,-75.84551457,8.104068744
338,4/8/2024,-104.4242455,1.41303985,14,20240409,TD,20:00,20:30,-60,16.199,30,7.8,16,4/9/2024,-81.53441301,7.988032758
339,4/8/2024,-104.4242455,1.41303985,15,20240409,TD,20:00,20:30,-71.8,16.245,30,7.9,16,4/9/2024,-81.46941317,8.193223672
340,4/8/2024,-104.4242455,1.41303985,17,20240409,TD,20:00,20:30,-61.1,19.897,30,7.8,20,4/9/2024,-76.30899164,7.982561357
341,4/8/2024,-104.4242455,1.41303985,18,20240409,TD,20:00,20:30,-60.3,16.19,30,8,16,4/9/2024,-81.54713037,7.993317771
342,4/8/2024,-104.4242455,1.41303985,19,20240409,TD,20:00,20:30,-60.3,20.164,30,7.9,20,4/9/2024,-75.93171,7.967042169
361,4/8/2024,-104.4242455,1.41303985,1,20240410,TD,20:15,20:45,-15.7,19.98,30,7.2,20,4/10/2024,-76.19170933,7.20144956
362,4/8/2024,-104.4242455,1.41303985,2,20240410,TD,20:15,20:45,-30.1,19.982,30,7.4,20,4/10/2024,-76.18888325,7.449018558
363,4/8/2024,-104.4242455,1.41303985,3,20240410,TD,20:15,20:45,-43.3,15.842,30,7.7,16,4/10/2024,-82.03886823,7.6991627
364,4/8/2024,-104.4242455,1.41303985,4,20240410,TD,20:15,20:45,-21.8,20.112,30,7.3,20,4/10/2024,-76.00518807,7.30575401
365,4/8/2024,-104.4242455,1.41303985,5,20240410,TD,20:15,20:45,-33.6,20.106,30,7.5,20,4/10/2024,-76.01366631,7.50856982
366,4/8/2024,-104.4242455,1.41303985,6,20240410,TD,20:15,20:45,-20.7,16.273,30,7.3,16,4/10/2024,-81.42984806,7.303205366
367,4/8/2024,-104.4242455,1.41303985,7,20240410,TD,20:15,20:45,-39.7,16.153,30,7.6,16,4/10/2024,-81.59941284,7.634703163
368,4/8/2024,-104.4242455,1.41303985,8,20240410,TD,20:15,20:45,-28,16.262,30,7.4,16,4/10/2024,-81.4453915,7.430373137
369,4/8/2024,-104.4242455,1.41303985,9,20240410,TD,20:15,20:45,-41.6,20.464,30,7.7,20,4/10/2024,-75.50779804,7.644085658
370,4/8/2024,-104.4242455,1.41303985,10,20240410,TD,20:15,20:45,-28.3,16.22,30,7.5,16,4/10/2024,-81.50473917,7.435795093
371,4/8/2024,-104.4242455,1.41303985,11,20240410,TD,20:15,20:45,-38.7,19.911,30,7.6,20,4/10/2024,-76.28920908,7.597255342
372,4/8/2024,-104.4242455,1.41303985,12,20240410,TD,20:15,20:45,-15.8,20.122,30,7.2,16,4/10/2024,-75.99105767,7.202602802
373,4/8/2024,-104.4242455,1.41303985,13,20240410,TD,20:15,20:45,-67.8,20.122,30,8,20,4/10/2024,-75.99105767,8.096203918
374,4/8/2024,-104.4242455,1.41303985,14,20240410,TD,20:15,20:45,-60.1,16.348,30,7.8,16,4/10/2024,-81.32387007,7.988787719
375,4/8/2024,-104.4242455,1.41303985,15,20240410,TD,20:15,20:45,-71.6,16.161,30,7.9,16,4/10/2024,-81.58810852,8.190355258
376,4/8/2024,-104.4242455,1.41303985,17,20240410,TD,20:15,20:45,-59.8,19.8,30,7.8,20,4/10/2024,-76.44605651,7.960841169
377,4/8/2024,-104.4242455,1.41303985,18,20240410,TD,20:15,20:45,-60.2,16.313,30,8,16,4/10/2024,-81.37332646,7.990760564
378,4/8/2024,-104.4242455,1.41303985,19,20240410,TD,20:15,20:45,-59.1,20.111,30,7.9,20,4/10/2024,-76.00660111,7.946769346
379,4/8/2024,-104.4242455,1.41303985,1,20240411,TD,8:30,9:00,-15.8,19.885,30,7.2,20,4/11/2024,-76.32594812,7.20354742
380,4/8/2024,-104.4242455,1.41303985,2,20240411,TD,8:30,9:00,-28.1,19.979,30,7.4,20,4/11/2024,-76.19312237,7.41464699
381,4/8/2024,-104.4242455,1.41303985,3,20240411,TD,8:30,9:00,-43.3,15.85,30,7.7,16,4/11/2024,-82.02756391,7.699117773
382,4/8/2024,-104.4242455,1.41303985,4,20240411,TD,8:30,9:00,-21.1,20.157,30,7.3,20,4/11/2024,-75.94160128,7.293530951
383,4/8/2024,-104.4242455,1.41303985,5,20240411,TD,8:30,9:00,-33.7,20.079,30,7.5,20,4/11/2024,-76.05181839,7.510424346
384,4/8/2024,-104.4242455,1.41303985,6,20240411,TD,8:30,9:00,-19.5,15.887,30,7.3,16,4/11/2024,-81.97528144,7.283923007
385,4/8/2024,-104.4242455,1.41303985,7,20240411,TD,8:30,9:00,-39.4,16.003,30,7.6,16,4/11/2024,-81.81136882,7.630283865
386,4/8/2024,-104.4242455,1.41303985,8,20240411,TD,8:30,9:00,-28.3,16.14,30,7.4,16,4/11/2024,-81.61778236,7.436171877
387,4/8/2024,-104.4242455,1.41303985,9,20240411,TD,8:30,9:00,-43,20.662,30,7.7,20,4/11/2024,-75.22801615,7.667010918
388,4/8/2024,-104.4242455,1.41303985,10,20240411,TD,8:30,9:00,-28.7,16.176,30,7.5,16,4/11/2024,-81.56691292,7.442969927
389,4/8/2024,-104.4242455,1.41303985,11,20240411,TD,8:30,9:00,-39,19.976,30,7.6,20,4/11/2024,-76.19736149,7.602066949
390,4/8/2024,-104.4242455,1.41303985,12,20240411,TD,8:30,9:00,-16.4,15.968,30,7.2,16,4/11/2024,-81.86082521,7.229546661
391,4/8/2024,-104.4242455,1.41303985,13,20240411,TD,8:30,9:00,-67,20.159,30,8,20,4/11/2024,-75.9387752,8.082197684
392,4/8/2024,-104.4242455,1.41303985,14,20240411,TD,8:30,9:00,-57.9,16.278,30,7.8,16,4/11/2024,-81.42278286,7.950942955
393,4/8/2024,-104.4242455,1.41303985,15,20240411,TD,8:30,9:00,-70.6,15.984,30,7.9,16,4/11/2024,-81.83821657,8.174220116
394,4/8/2024,-104.4242455,1.41303985,17,20240411,TD,8:30,9:00,-58,19.926,30,7.8,20,4/11/2024,-76.26801348,7.929060713
395,4/8/2024,-104.4242455,1.41303985,18,20240411,TD,8:30,9:00,-59.5,16.224,30,8,16,4/11/2024,-81.49908701,7.979159253
396,4/8/2024,-104.4242455,1.41303985,19,20240411,TD,8:30,9:00,-57.7,20.164,30,7.9,20,4/11/2024,-75.93171,7.922368511
415,4/11/2024,-107.2490168,1.591391034,1,20240412,TD,11:30,12:00,-17.1,19.868,30,7.2,20,4/12/2024,-75.63125975,7.238336022
416,4/11/2024,-107.2490168,1.591391034,2,20240412,TD,11:30,12:00,-27.8,19.982,30,7.4,20,4/12/2024,-75.44984117,7.422181252
417,4/11/2024,-107.2490168,1.591391034,3,20240412,TD,11:30,12:00,-42.4,15.94,30,7.7,16,4/12/2024,-81.88224373,7.683238827
418,4/11/2024,-107.2490168,1.591391034,4,20240412,TD,11:30,12:00,-21.3,20.086,30,7.3,20,4/12/2024,-75.28433651,7.310293956
