block,Species,pH_treatment,temp_treatment,ID,wet_weight,Respiration,Light
S112,Rockweed,7.6,16,105,3.1265,3.3117951023911245,20.944875937464314
S112,Rockweed,7.6,16,106,2.505,2.912877790589577,17.65482596992655
S112,Rockweed,7.6,16,107,3.0669,4.404108005583647,14.466647330390348
S112,Rockweed,7.6,16,108,2.0152,3.6558780464109843,15.84284203673332
S113,Rockweed,7.7,20,67,1.9329,3.174289489872425,15.02493228714986
S113,Rockweed,7.7,20,68,2.794,5.5721740492825385,14.662074321384143
S113,Rockweed,7.7,20,69,5.1198,2.4451894867376582,16.461950245818777
S113,Rockweed,7.7,20,70,3.2084,4.194348430581014,22.108745447354778
S113,Rockweed,7.7,20,71,3.0664,5.313441848427494,16.67284036700032
S113,Rockweed,7.7,20,72,2.6167,4.389773089950704,11.092444204244584
S114,Rockweed,7.9,16,73,3.5314,3.7060457396468793,16.937724225882896
S114,Rockweed,7.9,16,74,2.6681,4.436535702111662,14.683890669571515
S114,Rockweed,7.9,16,75,2.0419,4.6124957143743694,17.15805567812323
S114,Rockweed,7.9,16,76,2.6036,3.746054101306323,11.91356700781721
S114,Rockweed,7.9,16,77,2.6333,5.053271673352123,22.989304820882094
S114,Rockweed,7.9,16,78,2.0999,2.833506511382641,23.302712127028688
S115,Rockweed,7.5,16,7,2.6945,5.88231785175154,10.994055075722489
S115,Rockweed,7.5,16,8,2.5081,5.470735659979259,7.581163327401321
S115,Rockweed,7.5,16,9,1.7464,5.665023035912087,22.711243660418177
S115,Rockweed,7.5,16,10,2.6325,4.556639567348395,29.215662907718528
S115,Rockweed,7.5,16,11,1.1176,6.353169415860335,11.801816612835129
S115,Rockweed,7.5,16,12,2.9592,3.6757291310099243,16.996433383151132
S117,Rockweed,8,20,79,1.6514,4.205837181103525,26.015347801673506
S117,Rockweed,8,20,80,2.5054,5.0176015315498095,11.008916428242067
S117,Rockweed,8,20,81,2.561,3.9274728065469606,17.305540662220793
S117,Rockweed,8,20,82,2.7541,3.378564627033615,23.820384907146263
S117,Rockweed,8,20,83,1.9436,5.596449898313285,11.143264082745844
S117,Rockweed,8,20,84,2.7762,2.6365334005221457,9.55364114747041
S118,Rockweed,7.3,16,25,4.0731,3.650817175498701,27.58403041776484
S118,Rockweed,7.3,16,26,2.7718,3.996066683526504,18.051973959957255
S118,Rockweed,7.3,16,27,1.8366,3.4593640708870876,18.0174797987653
S118,Rockweed,7.3,16,28,3.3274,3.601117696930794,28.09585707565662
S118,Rockweed,7.3,16,29,2.2729,3.218429746133966,11.2015638761782
S118,Rockweed,7.3,16,30,2.6583,4.797123190725168,19.555871806322706
S119,Rockweed,7.3,20,85,3.5815,3.8026433009990255,26.58281673383624
S119,Rockweed,7.3,20,86,2.1645,4.5550107433215405,10.988535781323375
S119,Rockweed,7.3,20,87,3.0734,5.24564312062526,33.30935492930772
S119,Rockweed,7.3,20,88,2.2086,3.965577385339235,22.118662898754724
S119,Rockweed,7.3,20,89,2.4133,4.658073972452907,13.851965175138911
S119,Rockweed,7.3,20,90,1.6885,4.209530201857186,16.38007065834513
S12,Rockweed,7.2,16,67,3.2255,3.748773451693922,9.755067297707795
S12,Rockweed,7.2,16,68,3.2647,3.2183318561446415,5.333751494941943
S12,Rockweed,7.2,16,69,2.8302,4.096235055029683,12.509879987391184
S12,Rockweed,7.2,16,70,2.6975,6.954897520383475,20.62825418499993
S12,Rockweed,7.2,16,71,3.551,6.182741827747322,10.897366580452083
S12,Rockweed,7.2,16,72,1.6463,6.285198453359028,21.924066946897874
S13,Rockweed,8,20,73,3.1231,5.6551674828881815,10.268870120884872
S13,Rockweed,8,20,74,3.2797,7.110760353803396,8.46216271441676
S13,Rockweed,8,20,75,4.1275,7.076989476629115,10.91306096138746
S13,Rockweed,8,20,76,3.2155,8.418316074838996,25.024424735833357
S13,Rockweed,8,20,77,3.059,6.764778936649931,11.678459059262405
S13,Rockweed,8,20,78,2.6386,5.3574911263565035,14.372277368271089
S138,Tegula,7.4,16,26,1.6391,0.6485938481892627,NA
S138,Tegula,7.4,16,41,2.0196,0.5667305899790491,NA
S138,Tegula,7.4,16,42,1.597,-0.04257029784951567,NA
S139,Tegula,7.3,16,19,1.7874,0.669776242056044,NA
S139,Tegula,7.3,16,21,1.4185,0.5027831284754561,NA
S139,Tegula,7.3,16,37,1.5959,0.3592834359940495,NA
S14,Rockweed,7.8,16,79,3.3104,4.35591919551073,18.929543218193608
S14,Rockweed,7.8,16,80,3.3033,4.3792943765621475,9.049661768494328
S14,Rockweed,7.8,16,81,3.5405,3.4221252018228743,19.879428298379818
S14,Rockweed,7.8,16,82,2.7971,4.088238479475214,14.793590919601916
S14,Rockweed,7.8,16,83,4.0425,3.336093551912956,10.418073916932391
S14,Rockweed,7.8,16,84,3.674,3.937576547210876,12.969542136851244
S140,Tegula,7.7,16,25,1.8409,0.5554926062972865,NA
S140,Tegula,7.7,16,45,1.5736,0.7144739681677982,NA
S141,Tegula,7.2,16,9,1.5073,0.33495859322868754,NA
S141,Tegula,7.2,16,22,1.7721,0.6284364591381321,NA
S141,Tegula,7.2,16,24,1.9589,0.6676342106627019,NA
S142,Tegula,7.9,16,40,1.8225,0.5214230120242962,NA
S142,Tegula,7.9,16,56,1.5327,0.6644099732514358,NA
S142,Tegula,7.9,16,68,1.9683,0.7292274454340528,NA
S143,Tegula,8,16,15,1.5689,0.5662385636276038,NA
S143,Tegula,8,16,34,1.7216,0.49682033247792895,NA
S143,Tegula,8,16,44,2.1325,0.9142789414743796,NA
S144,Tegula,7.8,16,31,1.6406,0.5264109245033178,NA
S144,Tegula,7.8,16,36,1.6789,0.616056103653089,NA
S144,Tegula,7.8,16,38,1.7484,0.5382074782781707,NA
S146,Tegula,7.5,16,51,1.5368,1.0757523652335357,NA
S146,Tegula,7.5,16,60,1.662,0.5308390578741756,NA
S146,Tegula,7.5,16,64,1.7639,0.8426660298301017,NA
S147,Tegula,7.2,20,49,1.6642,1.618664491247426,NA
S147,Tegula,7.2,20,52,1.5622,0.5918502614615487,NA
S147,Tegula,7.2,20,59,1.9869,0.6327982199381776,NA
S148,Tegula,7.6,20,2,2.0481,0.800929707661062,NA
S148,Tegula,7.6,20,23,1.6157,0.9917990318246032,NA
S148,Tegula,7.6,20,69,1.6056,1.1114020161691676,NA
S149,Tegula,7.9,20,53,1.5918,1.0140504620913466,NA
S149,Tegula,7.9,20,54,1.9161,0.6463553599381096,NA
S149,Tegula,7.9,20,58,1.7421,1.1696196123749867,NA
S15,Rockweed,7.9,16,85,3.434,3.587347474126547,12.22136424257491
S15,Rockweed,7.9,16,86,4.3511,4.857058306182552,11.879800351607235
S15,Rockweed,7.9,16,87,3.6467,4.129111200747068,25.145732943528753
S15,Rockweed,7.9,16,88,2.1995,5.8436222995385565,17.506489080406098
S15,Rockweed,7.9,16,89,3.6195,3.2546482021825733,14.358920979394245
S15,Rockweed,7.9,16,90,4.0075,2.484014209389616,23.411820655113978
S150,Tegula,7.8,20,20,1.4608,1.2704543483953883,NA
S150,Tegula,7.8,20,43,2.051,1.1650960959778933,NA
S151,Tegula,7.5,20,3,1.7372,0.9153731839146487,NA
S151,Tegula,7.5,20,29,1.9345,1.2704327938000317,NA
S151,Tegula,7.5,20,55,1.6644,1.7756963467501046,NA
S152,Tegula,7.4,20,1,1.7065,1.5154854435464655,NA
S152,Tegula,7.4,20,48,1.5795,0.9254103210019373,NA
S152,Tegula,7.4,20,65,2.0211,0.6494095032579558,NA
S153,Tegula,7.7,20,11,1.7705,1.0284492597251045,NA
S153,Tegula,7.7,20,14,1.7474,0.8178930569374601,NA
S153,Tegula,7.7,20,28,1.4999,1.0312999054252616,NA
S154,Tegula,8,20,17,1.4391,1.041143220825182,NA
S154,Tegula,8,20,50,1.7413,1.0278427384312667,NA
S154,Tegula,8,20,63,2.0212,0.7979397185407933,NA
S155,Tegula,7.3,20,13,1.8433,0.958157265285559,NA
S155,Tegula,7.3,20,35,1.7411,1.0759887669960269,NA
S155,Tegula,7.3,20,66,1.5213,1.3861055533924573,NA
S156,Tegula,7.8,20,4,1.7949,1.2513259765452602,NA
S16,Rockweed,7.4,16,44,2.4338,NA,10.434473340079697
S17,Rockweed,7.8,20,91,2.92,4.586627899817355,18.029757527954313
S17,Rockweed,7.8,20,92,3.1998,4.492257370262033,19.50960984005112
S17,Rockweed,7.8,20,93,3.2273,3.490932429933418,30.285090489296334
S17,Rockweed,7.8,20,94,2.867,4.651243297458845,15.905418478036053
S17,Rockweed,7.8,20,95,3.2315,3.9518424521577757,11.950496035141217
S17,Rockweed,7.8,20,96,3.3786,4.65806533845731,15.183393134860014
S18,Rockweed,8,16,100,2.9928,3.089474227583019,20.744749440792575
S18,Rockweed,8,16,101,3.8461,2.8635598779591307,8.458574093434926
S18,Rockweed,8,16,102,2.9943,3.503754851799216,9.209102302050345
S18,Rockweed,8,16,97,2.6123,2.9112502681413095,14.758886667326273
S18,Rockweed,8,16,98,2.7263,3.185968059237855,7.42138559939679
S18,Rockweed,8,16,99,3.1062,3.569246266098734,19.45113835280231
S19,Rockweed,7.9,20,103,4.3715,8.790225888917895,9.439622426738186
S19,Rockweed,7.9,20,104,2.93,7.314212036005385,6.634499889803688
S19,Rockweed,7.9,20,105,3.5433,6.755175081698574,14.100764139716473
S19,Rockweed,7.9,20,106,3.8225,5.24568631510684,19.411562761085584
S19,Rockweed,7.9,20,107,3.218,4.583211443704123,3.3753747533531273
S19,Rockweed,7.9,20,108,3.5755,4.93976167784126,5.235359800999785
S2,Rockweed,7.4,20,10,1.9323,4.696732315222449,13.013411172654369
S2,Rockweed,7.4,20,11,2.9722,2.9528456632194944,6.634626004718843
S2,Rockweed,7.4,20,12,2.6747,3.6340065477412833,15.67946905779981
S2,Rockweed,7.4,20,7,2.8139,3.0978974461916944,15.432653578474076
S2,Rockweed,7.4,20,8,2.7064,3.6971109737587873,8.805597761145293
S2,Rockweed,7.4,20,9,3.3606,3.707607894396539,24.60360636007572
S3,Rockweed,7.7,16,13,2.406,4.488577425199864,13.773187495347928
S3,Rockweed,7.7,16,14,2.8902,3.80374486615698,8.007036195009725
S3,Rockweed,7.7,16,15,2.6644,5.251462324525873,7.883027900511264
S3,Rockweed,7.7,16,16,2.7143,2.9414850391398706,16.113450701981897
S3,Rockweed,7.7,16,17,2.5992,3.597295686054464,12.706432315311947
S3,Rockweed,7.7,16,18,2.3613,3.8088639637692836,6.5147671455325735
S38,Tegula,7.4,16,13,2.8554,0.5918869160244324,NA
S38,Tegula,7.4,16,25,1.681,0.5727737934429482,NA
S38,Tegula,7.4,16,43,2.3822,0.7123091628039625,NA
S39,Tegula,8,16,8,2.1306,0.3222656518599724,NA
S39,Tegula,8,16,11,2.1805,0.4276384447708026,NA
S39,Tegula,8,16,37,2.022,0.4465524139221082,NA
S4,Rockweed,7.3,20,19,2.9608,2.6675829187281446,6.7762557272517565
S4,Rockweed,7.3,20,20,2.4314,5.271877644045916,12.108489404164432
S4,Rockweed,7.3,20,21,3.1288,1.9069659099412903,9.213391504297277
S4,Rockweed,7.3,20,22,3.1527,5.262278590062972,22.266281267582883
S4,Rockweed,7.3,20,23,3.0703,4.014931100080216,11.498131127467818
S4,Rockweed,7.3,20,24,2.1704,2.383744076729842,12.377780303380414
S40,Tegula,7.7,16,2,2.5047,0.3923282796540189,NA
S40,Tegula,7.7,16,61,1.0905,1.247254461076207,NA
S40,Tegula,7.7,16,71,2.2174,0.31216317477570793,NA
S41,Tegula,7.3,16,7,1.9467,-0.020324953412659844,NA
S41,Tegula,7.3,16,30,2.2574,0.6027102889429271,NA
S41,Tegula,7.3,16,73,2.1169,0.5496855465912401,NA
S42,Tegula,7.6,16,6,2.4597,0.35679789605119694,NA
S42,Tegula,7.6,16,14,2.062,0.6962587071239547,NA
S42,Tegula,7.6,16,42,1.9351,0.9057108874707268,NA
S43,Tegula,7.8,16,10,1.7621,0.810985489948885,NA
S43,Tegula,7.8,16,66,2.1565,0.9186279742223974,NA
S43,Tegula,7.8,16,72,1.7517,0.7387309689011214,NA
S44,Tegula,7.5,16,28,2.09,0.6265526629337679,NA
S44,Tegula,7.5,16,47,2.5555,0.6075295363226862,NA
S44,Tegula,7.5,16,51,1.8786,0.6271635239238788,NA
S45,Tegula,7.2,16,1,2.6701,0.6119156770251158,NA
S45,Tegula,7.2,16,60,2.146,0.3397850627576737,NA
S45,Tegula,7.2,16,75,1.6288,0.94813151535496,NA
S46,Tegula,7.9,16,9,3.109,0.7780937766093046,NA
S46,Tegula,7.9,16,32,1.7413,0.7763270525376853,NA
S46,Tegula,7.9,16,74,1.8394,0.6835155557034922,NA
S47,Tegula,7.3,16,7,1.9467,0.7934717172635136,NA
S48,Tegula,7.2,20,56,2.1513,0.7161910646987307,NA
S48,Tegula,7.2,20,64,2.6523,0.54390404716397,NA
S48,Tegula,7.2,20,69,1.6639,0.6608292720458449,NA
S49,Tegula,7.4,20,26,2.0852,1.0580488864606563,NA
S49,Tegula,7.4,20,27,2.3067,0.8678194873084006,NA
S49,Tegula,7.4,20,67,2.2638,0.7833588452159564,NA
S5,Rockweed,7.5,20,25,2.415,5.197963814448098,12.368959479590638
S5,Rockweed,7.5,20,26,2.583,1.7487097144354833,14.480783811823612
S5,Rockweed,7.5,20,27,2.4502,3.725241664153461,13.551818728179345
S5,Rockweed,7.5,20,28,2.621,4.369529719106768,19.148352597889392
S5,Rockweed,7.5,20,29,3.0909,4.966840895810394,14.161209131320607
S5,Rockweed,7.5,20,30,2.7903,3.0536256402394777,9.711929240936673
S50,Tegula,7.3,20,19,2.3462,0.9320431806186595,NA
S50,Tegula,7.3,20,20,2.6092,0.7524336812739671,NA
S50,Tegula,7.3,20,62,2.3512,0.923347180451592,NA
S51,Tegula,7.9,20,5,1.8612,0.9626850833073163,NA
S51,Tegula,7.9,20,17,2.5809,0.5646176024277749,NA
S51,Tegula,7.9,20,18,2.2872,1.1028056100466648,NA
S52,Tegula,8,20,3,2.3898,0.5668277512599851,NA
S52,Tegula,8,20,15,1.7951,0.6335869662239969,NA
S52,Tegula,8,20,59,2.2136,0.6584771840882713,NA
S53,Tegula,7.5,20,23,2.5027,0.7308676694374648,NA
S53,Tegula,7.5,20,34,2.0595,0.961648072779639,NA
S53,Tegula,7.5,20,68,2.0338,0.3325881333431027,NA
S54,Tegula,7.7,20,44,1.8191,0.5752000634320182,NA
S54,Tegula,7.7,20,53,2.5698,0.6511844517239349,NA
S54,Tegula,7.7,20,63,1.6733,0.5990994256560885,NA
S55,Tegula,7.8,20,22,2.3002,1.1010359343180631,NA
S55,Tegula,7.8,20,35,2.8157,0.05085924613803655,NA
S55,Tegula,7.8,20,77,1.9138,0.9325414018666541,NA
S56,Tegula,7.6,20,40,1.8756,0.9961768770852031,NA
S56,Tegula,7.6,20,48,2.3639,0.6224554875135577,NA
S56,Tegula,7.6,20,55,2.1489,0.5462292552872515,NA
S6,Rockweed,7.3,16,31,2.7825,6.726790048347236,12.413982069695747
S6,Rockweed,7.3,16,32,2.9823,3.098689499891591,7.912906972920512
S6,Rockweed,7.3,16,33,2.4774,4.100741902747593,13.637131845036743
S6,Rockweed,7.3,16,34,2.4587,4.591069753640648,19.944470681673334
S6,Rockweed,7.3,16,35,2.8219,3.153400259457215,5.705309654544726
S6,Rockweed,7.3,16,36,2.5357,3.6943720020867725,25.977242860799816
S7,Rockweed,7.6,16,37,3.4157,5.994163373633519,13.051254446064391
S7,Rockweed,7.6,16,38,2.974,7.122638050553677,11.262258623787488
S7,Rockweed,7.6,16,39,2.7823,2.9586882634790928,9.999963454961376
S7,Rockweed,7.6,16,40,3.2179,3.1641963783159386,12.781962796261048
S7,Rockweed,7.6,16,41,3.1852,4.574989347865777,12.863092994164568
S7,Rockweed,7.6,16,42,2.804,3.794214852797685,14.291712473767088
S8,Rockweed,7.4,16,43,2.4044,5.16907824985992,11.00335137231397
S8,Rockweed,7.4,16,44,2.4338,3.5553468102605144,NA
S8,Rockweed,7.4,16,45,2.8227,3.180296492267785,14.447790734475907
S8,Rockweed,7.4,16,46,2.9006,3.4451293732196664,24.790481470552084
S8,Rockweed,7.4,16,47,2.8739,3.6066301228630553,17.42845656792503
S8,Rockweed,7.4,16,48,2.4331,1.7100312177968533,17.714806391554742
S9,Rockweed,7.7,20,49,2.7836,5.1800533491608745,8.259161660052472
S9,Rockweed,7.7,20,50,3.211,3.9812277036540937,8.348100612744185
S9,Rockweed,7.7,20,51,2.6531,4.003226103212149,20.554496027213755
S9,Rockweed,7.7,20,52,2.924,4.40202201133922,7.613776401010991
S9,Rockweed,7.7,20,53,3.2404,5.732420563996199,10.525986020504352
S9,Rockweed,7.7,20,54,3.6111,4.266326179872754,23.327098542029344
S145,Tegula,7.6,16,57,1.874,NA,NA
S145,Tegula,7.6,16,67,2.306,NA,NA
S145,Tegula,7.6,16,Blank,0,NA,NA
